Year,NATURE,SOURCE_DETAIL,Sex,Degree of urbanisation,Income or wealth quantile,Education level,Nature of data points,Source details,COMMENT_OBS,Observation-level footnotes,Value
2016,C,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,Quintile 5 (richest),Lower secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,54.20465
2006,C,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,Quintile 5 (richest),Upper secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,25.80666
2011,C,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,,Quintile 5 (richest),Upper secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,38.38248
2016,C,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,Quintile 5 (richest),Upper secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,41.25216
2001,C,"Uganda DHS 2001. World Inequality Database on Education (WIDE), June 2019.; Data extracted on 01 April 2022.",,Rural,,Primary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,32.92
2002,C,"Uganda Population and Housing Census 2002. IPUMS-International, Uganda Bureau of Statistics.; Data extracted on 01 April 2022.",,Rural,,Primary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,31.77822
2006,C,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,Rural,,Primary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,24.88101
2011,C,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,,Primary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,33.69829
2016,C,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,Rural,,Primary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,38.02795
2001,C,"Uganda DHS 2001. World Inequality Database on Education (WIDE), June 2019.; Data extracted on 01 April 2022.",,Rural,,Lower secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,8.37
2002,C,"Uganda Population and Housing Census 2002. IPUMS-International, Uganda Bureau of Statistics.; Data extracted on 01 April 2022.",,Rural,,Lower secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,9.92682
2006,C,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,Rural,,Lower secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,9.79639
2011,C,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,,Lower secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,15.68588
2016,C,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,Rural,,Lower secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,18.17839
2001,C,"Uganda DHS 2001. World Inequality Database on Education (WIDE), June 2019.; Data extracted on 01 April 2022.",,Rural,,Upper secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,6.89
2002,C,"Uganda Population and Housing Census 2002. IPUMS-International, Uganda Bureau of Statistics.; Data extracted on 01 April 2022.",,Rural,,Upper secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,5.72885
2006,C,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,Rural,,Upper secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,5.69644
2011,C,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,,Upper secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,7.63264
2016,C,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,Rural,,Upper secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,11.16287
2006,C,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Primary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,9.1905
2011,C,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Primary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,13.32584
2016,C,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Primary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,18.67666
2006,C,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Lower secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,1.41192
2011,C,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Lower secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,2.84008
2016,C,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Lower secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,5.74283
2006,C,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Upper secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,1.28836
2011,C,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Upper secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,1.49223
2016,C,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,Rural,Quintile 1 (poorest),Upper secondary education,Country Data,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.; Data extracted on 01 April 2022.,,,2.42059
