Year,SDG Series,Type of product,Unit of measure,COMMENT_OBS,Observation-level footnotes,BASE_PER,Base period,Value
2016,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1081093.973
2017,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1101168.984
2018,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1024312.33393
2019,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1089862.5582
2000,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,76696314.27
2001,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,79601698.018
2002,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,81926402.002
2003,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,84545780.32
2004,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,84936552.478
2005,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,86528148.126
2006,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,86906088.469
2007,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,88436744.137
2008,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,90565114.581
2009,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,93992552.96
2010,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,96376309.239
2011,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,98892574.18
2012,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,99663261.494
2013,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,100351785.132
2014,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,102645069.763
2015,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,104059027.945
2016,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,105288539.319
2017,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,106603675.752
2018,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,108693380.11
2019,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,110561720.13554
2000,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,23419416.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,24568091.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,25489234.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,26315986.0
2004,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,26356066.0
2005,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,26197008.0
2006,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,25807840.0
2007,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,26016323.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,18651559.0
2009,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,19999316.0
2010,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,20531538.0
2011,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,20221510.0
2012,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,20161989.0
2013,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,20192614.0
2014,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,20793380.0
2015,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,20656025.0
2016,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,19813278.0
2017,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,19030115.0
2018,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,19713240.0
2019,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,19488235.01841
2000,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,13520030.37
2001,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,14512047.22
2002,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,15119922.73
2003,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,16021083.23
2004,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,15468168.38
2005,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,16291647.11
2006,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,16175586.53
2007,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,16328522.7
2008,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,15621446.68
2009,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,16415260.27
2010,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,16984562.83
2011,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,17409513.91
2012,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,17400892.61
2013,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,17394082.25
2014,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,17584882.35
2015,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,17521757.75
2016,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,17622635.91
2017,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,18179301.23
2018,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,18165238.65
2019,"Domestic material consumption [8.4.2,12.2.2]",Crop residues (material flows),Metric Tons,,,,,18345507.60879
2000,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,14206320.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,14660219.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,15086000.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,15550320.0
2004,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,15901800.0
2005,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,16392760.0
2006,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,16884100.0
2007,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,17389984.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,27110976.8
2009,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,27923327.8
2010,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,28757716.0
2011,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,29619724.5
2012,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,30437719.4
2013,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,30980960.0
2014,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,32060164.0
2015,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,33138726.7
2016,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,34736008.3
2017,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,36001537.5
2018,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,37058008.4
2019,"Domestic material consumption [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Metric Tons,,,,,38631726.94107
2000,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,25326978.72
2001,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,25681333.84
2002,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,26032064.52
2003,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,26420115.32
2004,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,26853383.68
2005,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,27284975.68
2006,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,27697443.32
2007,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,28336878.52
2008,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,28796177.08
2009,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,29210880.12
2010,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,29723556.04
2011,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,31147120.36
2012,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,31229588.24
2013,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,31381953.52
2014,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,31712691.2
2015,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,32273624.52
2016,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,32711440.68
2017,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,33036001.84857
2018,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,33347828.81714
2019,"Domestic material consumption [8.4.2,12.2.2]",Wood (material flows),Metric Tons,,,,,33774913.51543
2000,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,189823.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,186325.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,171524.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,190665.0
2004,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,310062.0
2005,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,340125.0
2006,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,295235.0
2007,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,369535.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,350625.0
2009,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,367596.0
2010,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,374278.0
2011,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,404948.0
2012,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,365703.0
2013,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,380037.0
2014,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,429180.0
2015,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,363853.0
2016,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,356538.0
2017,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,356326.0
2018,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,397922.0
2019,"Domestic material consumption [8.4.2,12.2.2]",Wild catch and harvest (material flows),Metric Tons,,,,,398475.36656
2000,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,303352.61199
2001,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,403305.63803
2002,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,329524.71313
2003,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,185110.52009
2004,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,382729.91544
2005,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,466395.03992
2006,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,700805.34696
2007,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,663197.84706
2008,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,715910.19584
2009,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,547310.42628
2010,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,700557.59852
2011,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,760739.42449
2012,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,684530.59074
2013,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,603354.30471
2014,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,617716.65365
2015,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,671930.29105
2016,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,584436.36217
2017,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,661599.18157
2018,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,660594.85652
2019,"Domestic material consumption [8.4.2,12.2.2]",Metal ores (material flows),Metric Tons,,,,,655753.99059
2000,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,72516.786
2001,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,95983.353
2002,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,100700.937
2003,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,122563.164
2004,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,112695.247
2005,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,125745.949
2006,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,166103.393
2007,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,151582.296
2008,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,213468.559
2009,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,184720.527
2010,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,224905.144
2011,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,226695.89
2012,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,206565.424
2013,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,255284.573
2014,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,319165.756
2015,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,361803.126
2016,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,312762.6
2017,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,344943.626
2018,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,317054.851
2019,"Domestic material consumption [8.4.2,12.2.2]",Ferrous ores (material flows),Metric Tons,,,,,327381.62973
2000,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,203767.20299
2001,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,283835.75603
2002,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,196676.66213
2003,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,30260.60009
2004,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,229225.02544
2005,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,300804.49392
2006,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,423584.28296
2007,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,369908.76406
2008,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,331448.53984
2009,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,184938.43228
2010,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,288156.42052
2011,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,313608.75249
2012,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,275226.44874
2013,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,127968.72171
2014,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,65805.25865
2015,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,56452.49705
2016,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,51707.81717
2017,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,57778.60257
2018,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,104497.27752
2019,"Domestic material consumption [8.4.2,12.2.2]",Non-ferrous ores (material flows),Metric Tons,,,,,80714.16696
2000,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,4214950.2567
2001,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,5072410.7132
2002,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,5273215.8962
2003,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,6254680.52465
2004,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,6515230.84205
2005,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,8680423.84655
2006,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,9320224.62875
2007,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,13115209.98225
2008,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,10828660.03835
2009,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,12773300.5794
2010,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,14511148.8338
2011,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,16217259.6794
2012,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,18319690.5052
2013,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,19460218.02663
2014,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,21596296.78812
2015,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,25105234.09926
2016,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,27313935.99724
2017,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,28075403.11259
2018,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,30504698.13519
2019,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals (material flows),Metric Tons,,,,,32126809.65633
2000,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,481438.373
2001,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,503596.703
2002,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,511928.245
2003,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,548141.794
2004,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,584689.765
2005,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,717059.491
2006,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,891577.417
2007,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1073810.233
2008,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1096422.776
2009,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1167210.116
2010,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1342601.637
2011,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1436854.15
2012,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1381828.533
2013,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1440364.15086
2014,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1579677.038
2015,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1745926.64277
2016,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,1822848.191
2017,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,2045152.811
2018,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,2102022.445
2019,"Domestic material consumption [8.4.2,12.2.2]",Fossil fuels (material flows),Metric Tons,,,,,2132235.51449
2000,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2004,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2005,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,120.0
2006,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,130.0
2007,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,140.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,150.0
2009,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,150.0
2010,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,150.0
2011,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,150.0
2012,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,160.0
2013,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,170.0
2014,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,170.0
2015,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,170.0
2016,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,96.0
2017,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,170.0
2018,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,200.0
2019,"Domestic material consumption [8.4.2,12.2.2]",Coal (material flows),Metric Tons,,Obs_Value = 0;  ,,,203.06374
2000,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Metric Tons,Obs_Value = 0;  ,Obs_Value = 0;  ,,,0.0
